"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","start_lat","start_lng","end_lat","end_lng","member_casual"
"1589851B36BB0B5C","classic_bike","2022-01-07 12:56:04","2022-01-07 13:01:25","Adam Clayton Powell Blvd & W 126 St","7738.04","Frederick Douglass Blvd & W 139 St","7876.07",40.8094953477795,-73.9477649331093,40.8190058180656,-73.9447689056396,"member"
"4C0BB6BD8AFCA917","classic_bike","2022-01-06 16:01:01","2022-01-06 16:06:51","Adam Clayton Powell Blvd & W 126 St","7738.04","Frederick Douglass Blvd & W 139 St","7876.07",40.8094953477795,-73.9477649331093,40.8190058180656,-73.9447689056396,"member"
"765572ACD0D65972","classic_bike","2022-01-31 15:31:18","2022-01-31 15:36:33","E 56 St & Madison Ave","6732.01","E 48 St & 5 Ave","6626.01",40.761573,-73.972628,40.7572456791173,-73.978059142828,"member"
"86E8E7C4791EA81D","classic_bike","2022-01-21 17:38:10","2022-01-21 17:46:52","3 Ave & E 100 St","7414.17","E 85 St & 3 Ave","7212.05",40.7877214,-73.94728331,40.77801203,-73.95407149,"member"
"D3B80E976AC4DBCF","classic_bike","2022-01-23 18:37:32","2022-01-23 18:43:27","E 88 St & Park Ave","7293.10","E 85 St & 3 Ave","7212.05",40.78141070019,-73.9559590816498,40.77801203,-73.95407149,"member"
"283D619884B13025","classic_bike","2022-01-13 12:17:11","2022-01-13 12:20:58","E 85 St & York Ave","7146.04","E 85 St & 3 Ave","7212.05",40.77536905,-73.94803392,40.77801203,-73.95407149,"member"
"CC02A6C3FA1F2083","classic_bike","2022-01-11 09:09:24","2022-01-11 09:20:38","Broadway & Madison St","4483.10","Suydam St & Broadway","4689.03",40.68822,-73.91966,40.69544,-73.93223,"member"
"968470449EEB57C0","classic_bike","2022-01-09 12:33:49","2022-01-09 12:50:01","Broadway & W 58 St","6948.10","E 85 St & 3 Ave","7212.05",40.76695317,-73.98169333,40.77801203,-73.95407149,"member"
"16C601B498A35DBF","classic_bike","2022-01-14 08:28:02","2022-01-14 08:33:58","Lenox Ave & W 111 St","7602.05","E 102 St & Park Ave","7488.24",40.7987859,-73.9523,40.7904828,-73.95033068,"member"
"7E477AA47C849CE5","classic_bike","2022-01-19 13:27:34","2022-01-19 13:40:55","Hancock St & Bedford Ave","4255.05","Suydam St & Broadway","4689.03",40.68216564,-73.95399026,40.69544,-73.93223,"member"
"4DC494327327DD7E","classic_bike","2022-01-31 13:17:35","2022-01-31 13:28:54","E 97 St & Madison Ave","7393.09","E 85 St & 3 Ave","7212.05",40.787801,-73.953559,40.77801203,-73.95407149,"member"
"2FF6406688A54185","classic_bike","2022-01-27 12:45:22","2022-01-27 12:53:32","E 97 St & Madison Ave","7393.09","E 85 St & 3 Ave","7212.05",40.787801,-73.953559,40.77801203,-73.95407149,"member"
"7BA60209DC4F5607","classic_bike","2022-01-04 06:54:40","2022-01-04 06:58:55","5 Ave & E 135 St","7769.06","Park Ave & E 124 St","7682.01",40.812191,-73.937838,40.8045555,-73.9396861,"member"
"4E4ADEA1887ACAC3","classic_bike","2022-01-04 18:38:37","2022-01-04 18:48:26","E 91 St & 2 Ave","7286.01","Park Ave & E 124 St","7682.01",40.7811527642792,-73.9496304094791,40.8045555,-73.9396861,"member"
"2DB47657BEC9445B","classic_bike","2022-01-09 14:11:24","2022-01-09 14:16:25","E 91 St & 2 Ave","7286.01","E 85 St & 3 Ave","7212.05",40.7811527642792,-73.9496304094791,40.77801203,-73.95407149,"member"
"B0536F12DE7E5311","classic_bike","2022-01-19 08:44:33","2022-01-19 08:52:18","5 Ave & E 135 St","7769.06","Park Ave & E 124 St","7682.01",40.812191,-73.937838,40.8045555,-73.9396861,"member"
"6D9D2C2222D7E33A","classic_bike","2022-01-04 13:59:08","2022-01-04 14:05:50","5 Ave & E 135 St","7769.06","Park Ave & E 124 St","7682.01",40.812191,-73.937838,40.8045555,-73.9396861,"member"
"CD49F9CD64CD6D89","classic_bike","2022-01-23 12:24:57","2022-01-23 12:28:58","E 91 St & 2 Ave","7286.01","E 85 St & 3 Ave","7212.05",40.7811527642792,-73.9496304094791,40.77801203,-73.95407149,"member"
"280A334FE7464EB4","classic_bike","2022-01-20 18:29:51","2022-01-20 19:20:45","E 91 St & 2 Ave","7286.01","E 102 St & Park Ave","7488.24",40.7811527642792,-73.9496304094791,40.7904828,-73.95033068,"member"
"3C96570C77108EA3","classic_bike","2022-01-28 06:28:42","2022-01-28 06:33:22","W 41 St & 8 Ave","6602.03","E 48 St & 5 Ave","6626.01",40.75640548,-73.9900262,40.7572456791173,-73.978059142828,"member"
"D95AD5F2DAD2C0A6","classic_bike","2022-01-25 08:21:23","2022-01-25 08:40:10","Central Park W & W 91 St","7453.01","E 48 St & 5 Ave","6626.01",40.7886649912788,-73.966800570488,40.7572456791173,-73.978059142828,"member"
"9C086BDA0F37CB0E","classic_bike","2022-01-02 08:49:14","2022-01-02 08:52:52","E 82 St & East End Ave","7049.04","E 85 St & 3 Ave","7212.05",40.7724607,-73.9468208,40.77801203,-73.95407149,"member"
"8DCFD9368A79B545","classic_bike","2022-01-03 08:14:13","2022-01-03 08:18:21","E 82 St & East End Ave","7049.04","E 85 St & 3 Ave","7212.05",40.7724607,-73.9468208,40.77801203,-73.95407149,"member"
"7B7B5A23EEF32F3E","classic_bike","2022-01-06 08:40:15","2022-01-06 08:50:03","Old Broadway & W 133 St","7881.09","Park Ave & E 124 St","7682.01",40.818212,-73.955277,40.8045555,-73.9396861,"member"
"2DAEA88A2670038E","classic_bike","2022-01-24 15:41:31","2022-01-24 15:49:31","3 Ave & E 100 St","7414.17","E 85 St & 3 Ave","7212.05",40.7877214,-73.94728331,40.77801203,-73.95407149,"member"
"12BAFFB86A19D6DA","classic_bike","2022-01-23 17:13:59","2022-01-23 17:20:55","3 Ave & E 100 St","7414.17","E 85 St & 3 Ave","7212.05",40.7877214,-73.94728331,40.77801203,-73.95407149,"member"
"EC9B26BBC8D495E7","classic_bike","2022-01-26 15:41:48","2022-01-26 15:49:44","3 Ave & E 100 St","7414.17","E 85 St & 3 Ave","7212.05",40.7877214,-73.94728331,40.77801203,-73.95407149,"member"
"DEEC1F696FB51162","classic_bike","2022-01-15 19:54:01","2022-01-15 20:01:00","Central Ave & Himrod St","4713.01","Suydam St & Broadway","4689.03",40.69676,-73.92302,40.69544,-73.93223,"casual"
"81CA5AE209F6F575","classic_bike","2022-01-27 19:48:06","2022-01-27 20:07:41","1 Ave & E 30 St","6079.03","E 85 St & 3 Ave","7212.05",40.74144387,-73.97536082,40.77801203,-73.95407149,"casual"
"F0D711239D38F39A","classic_bike","2022-01-14 21:36:38","2022-01-14 21:50:11","Frederick Douglass Blvd & W 112 St","7631.23","Park Ave & E 124 St","7682.01",40.801694,-73.957145,40.8045555,-73.9396861,"member"
"DE4944A32D5EA1B2","classic_bike","2022-01-21 21:41:36","2022-01-21 21:49:41","Frederick Douglass Blvd & W 112 St","7631.23","Park Ave & E 124 St","7682.01",40.801694,-73.957145,40.8045555,-73.9396861,"member"
"FAEC3BED6B2FFAD3","classic_bike","2022-01-19 12:30:41","2022-01-19 12:59:28","Lafayette Ave & Classon Ave","4452.01","Centre St & Worth St","5279.03",40.68900443,-73.96023854,40.71494807,-74.00234482,"member"
"664C4B7E84F32EE6","classic_bike","2022-01-15 15:14:30","2022-01-15 15:20:32","E 82 St & East End Ave","7049.04","E 85 St & 3 Ave","7212.05",40.7724607,-73.9468208,40.77801203,-73.95407149,"member"
"1244B171F1AE5402","classic_bike","2022-01-06 18:47:05","2022-01-06 18:56:48","Central Park W & W 91 St","7453.01","E 85 St & 3 Ave","7212.05",40.7886649912788,-73.966800570488,40.77801203,-73.95407149,"member"
"121A7E3FD1D3D5FD","classic_bike","2022-01-27 13:48:10","2022-01-27 13:53:39","E 82 St & East End Ave","7049.04","E 85 St & 3 Ave","7212.05",40.7724607,-73.9468208,40.77801203,-73.95407149,"member"
"6E7BAA85DE6BE1C9","classic_bike","2022-01-31 11:47:59","2022-01-31 11:55:16","E 82 St & East End Ave","7049.04","E 85 St & 3 Ave","7212.05",40.7724607,-73.9468208,40.77801203,-73.95407149,"member"
"DF7F68AAD5F19D68","classic_bike","2022-01-13 18:12:20","2022-01-13 18:24:37","Central Park W & W 91 St","7453.01","E 102 St & Park Ave","7488.24",40.7886649912788,-73.966800570488,40.7904828,-73.95033068,"member"
"667239FD39C23C89","classic_bike","2022-01-02 14:43:33","2022-01-02 14:56:34","E 59 St & Madison Ave","6801.01","E 85 St & 3 Ave","7212.05",40.76350532,-73.97109243,40.77801203,-73.95407149,"member"
"886B14B3DADCFCA7","classic_bike","2022-01-24 17:47:36","2022-01-24 17:58:00","Central Park W & W 91 St","7453.01","E 102 St & Park Ave","7488.24",40.7886649912788,-73.966800570488,40.7904828,-73.95033068,"member"
"8976916E8C344923","classic_bike","2022-01-23 11:52:44","2022-01-23 12:10:58","E 56 St & Madison Ave","6732.01","E 85 St & 3 Ave","7212.05",40.761573,-73.972628,40.77801203,-73.95407149,"member"
"21F0740DDB901E0C","classic_bike","2022-01-03 17:05:38","2022-01-03 17:24:00","Central Park W & W 91 St","7453.01","Park Ave & E 124 St","7682.01",40.7886649912788,-73.966800570488,40.8045555,-73.9396861,"member"
"DA865B6000C43AE4","classic_bike","2022-01-24 17:06:12","2022-01-24 17:23:56","Central Park W & W 91 St","7453.01","Park Ave & E 124 St","7682.01",40.7886649912788,-73.966800570488,40.8045555,-73.9396861,"member"
"DAB5323DEBC5CA6C","classic_bike","2022-01-20 14:36:36","2022-01-20 14:50:30","Fulton St & Utica Ave","4228.02","Suydam St & Broadway","4689.03",40.6794268,-73.9298911,40.69544,-73.93223,"member"
"2E9A078D52CAA4BD","classic_bike","2022-01-31 11:31:13","2022-01-31 11:42:12","Nostrand Ave & Myrtle Ave","4707.04","Suydam St & Broadway","4689.03",40.69527008,-73.95238108,40.69544,-73.93223,"member"
"03E959C87E94400F","classic_bike","2022-01-21 10:00:11","2022-01-21 10:27:22","Edgecombe Ave & W 141 St","7915.11","Frederick Douglass Blvd & W 139 St","7876.07",40.820681,-73.945144,40.8190058180656,-73.9447689056396,"member"
"46CF8F293768090E","classic_bike","2022-01-27 13:56:04","2022-01-27 14:09:31","E 20 St & Park Ave","6055.08","E 48 St & 5 Ave","6626.01",40.73827428,-73.98751968,40.7572456791173,-73.978059142828,"member"
"C7DE867879C467B2","classic_bike","2022-01-24 08:43:42","2022-01-24 08:48:03","6 Ave & W 45 St","6593.15","E 48 St & 5 Ave","6626.01",40.756951,-73.982631,40.7572456791173,-73.978059142828,"member"
"62673C2E8AD7E81E","classic_bike","2022-01-06 07:41:07","2022-01-06 07:46:06","Broadway & W 51 St","6779.04","E 48 St & 5 Ave","6626.01",40.76228826,-73.98336183,40.7572456791173,-73.978059142828,"member"
"847657C7272B3DDB","classic_bike","2022-01-10 07:33:21","2022-01-10 07:38:19","Broadway & W 51 St","6779.04","E 48 St & 5 Ave","6626.01",40.76228826,-73.98336183,40.7572456791173,-73.978059142828,"member"
"028D6A7AFD96988C","classic_bike","2022-01-03 17:10:45","2022-01-03 17:26:52","Old Slip & South St","4993.13","Centre St & Worth St","5279.03",40.7033668669587,-74.007867872715,40.71494807,-74.00234482,"member"
"2CE85926809DDD92","classic_bike","2022-01-17 12:12:17","2022-01-17 12:27:13","Amsterdam Ave & W 79 St","7311.02","E 48 St & 5 Ave","6626.01",40.7829391,-73.9786517,40.7572456791173,-73.978059142828,"member"
"9703B92C00ABC5EF","classic_bike","2022-01-19 05:10:40","2022-01-19 05:18:38","Central Park North & Adam Clayton Powell Blvd","7617.07","Park Ave & E 124 St","7682.01",40.799484,-73.955613,40.8045555,-73.9396861,"member"
"ABAE545FCE7340ED","classic_bike","2022-01-09 11:39:17","2022-01-09 11:46:26","Frederick Douglass Blvd & W 112 St","7631.23","Park Ave & E 124 St","7682.01",40.801694,-73.957145,40.8045555,-73.9396861,"casual"
"7866BFF1910866D6","classic_bike","2022-01-19 19:32:51","2022-01-19 19:52:00","E 51 St & Lexington Ave","6659.01","E 85 St & 3 Ave","7212.05",40.75714758,-73.97207836,40.77801203,-73.95407149,"member"
"006C10896541B16F","classic_bike","2022-01-18 19:05:58","2022-01-18 19:08:15","E 85 St & York Ave","7146.04","E 85 St & 3 Ave","7212.05",40.77536905,-73.94803392,40.77801203,-73.95407149,"member"
"4DE3D3D22C9034F0","classic_bike","2022-01-19 19:39:47","2022-01-19 19:42:30","E 85 St & York Ave","7146.04","E 85 St & 3 Ave","7212.05",40.77536905,-73.94803392,40.77801203,-73.95407149,"member"
"9617BC809536B59F","classic_bike","2022-01-17 19:56:26","2022-01-17 19:59:23","E 85 St & York Ave","7146.04","E 85 St & 3 Ave","7212.05",40.77536905,-73.94803392,40.77801203,-73.95407149,"member"
"6B7DB7791C3689A5","classic_bike","2022-01-18 20:08:57","2022-01-18 20:12:32","E 85 St & York Ave","7146.04","E 85 St & 3 Ave","7212.05",40.77536905,-73.94803392,40.77801203,-73.95407149,"member"
"2939D6E4B0EEC75F","classic_bike","2022-01-20 14:08:24","2022-01-20 14:11:25","E 85 St & York Ave","7146.04","E 85 St & 3 Ave","7212.05",40.77536905,-73.94803392,40.77801203,-73.95407149,"member"
"332D3D3423A6A0A5","classic_bike","2022-01-31 07:36:13","2022-01-31 07:40:42","Adam Clayton Powell Blvd & W 123 St","7704.04","Park Ave & E 124 St","7682.01",40.8078316,-73.949373,40.8045555,-73.9396861,"member"
"B03DBF1B213961D2","classic_bike","2022-01-10 07:40:41","2022-01-10 07:44:21","Adam Clayton Powell Blvd & W 123 St","7704.04","Park Ave & E 124 St","7682.01",40.8078316,-73.949373,40.8045555,-73.9396861,"member"
"9E868950D36F6ED5","classic_bike","2022-01-18 07:38:35","2022-01-18 07:42:24","Adam Clayton Powell Blvd & W 123 St","7704.04","Park Ave & E 124 St","7682.01",40.8078316,-73.949373,40.8045555,-73.9396861,"member"
"0C2C1D74AFAB707D","classic_bike","2022-01-04 09:35:39","2022-01-04 09:37:57","E 85 St & York Ave","7146.04","E 85 St & 3 Ave","7212.05",40.77536905,-73.94803392,40.77801203,-73.95407149,"member"
"C3B937EEB95A8538","classic_bike","2022-01-18 23:20:19","2022-01-18 23:26:56","Union Ave & Wallabout St","4818.03","Suydam St & Broadway","4689.03",40.70029511,-73.95032283,40.69544,-73.93223,"member"
"4AC95222F751A96B","classic_bike","2022-01-25 07:18:50","2022-01-25 07:29:57","9 Ave & W 22 St","6266.06","E 48 St & 5 Ave","6626.01",40.7454973,-74.00197139,40.7572456791173,-73.978059142828,"member"
"1A52C66105165AB6","classic_bike","2022-01-12 07:38:41","2022-01-12 07:54:15","9 Ave & W 22 St","6266.06","E 48 St & 5 Ave","6626.01",40.7454973,-74.00197139,40.7572456791173,-73.978059142828,"member"
"C2AE92CA4C2EB042","classic_bike","2022-01-14 07:27:41","2022-01-14 07:39:04","9 Ave & W 22 St","6266.06","E 48 St & 5 Ave","6626.01",40.7454973,-74.00197139,40.7572456791173,-73.978059142828,"member"
"C9A7ED23717AA428","classic_bike","2022-01-24 07:18:23","2022-01-24 07:33:00","9 Ave & W 22 St","6266.06","E 48 St & 5 Ave","6626.01",40.7454973,-74.00197139,40.7572456791173,-73.978059142828,"member"
"45B7E6075D6E5C99","classic_bike","2022-01-02 16:08:23","2022-01-02 16:17:10","Wyckoff Av & Stanhope St","4931.05","Suydam St & Broadway","4689.03",40.703545,-73.917775,40.69544,-73.93223,"member"
"C0E7E306AAB3E4A5","classic_bike","2022-01-23 14:23:02","2022-01-23 14:55:29","Lenox Ave & W 111 St","7602.05","Frederick Douglass Blvd & W 139 St","7876.07",40.7987859,-73.9523,40.8190058180656,-73.9447689056396,"member"
"A248D4C52FE99C76","classic_bike","2022-01-26 06:36:55","2022-01-26 06:46:44","Lenox Ave & W 111 St","7602.05","Park Ave & E 124 St","7682.01",40.7987859,-73.9523,40.8045555,-73.9396861,"member"
"1CCCFB3856E3DF07","classic_bike","2022-01-19 06:35:40","2022-01-19 06:46:32","Lenox Ave & W 111 St","7602.05","Park Ave & E 124 St","7682.01",40.7987859,-73.9523,40.8045555,-73.9396861,"member"
"CF5653456FE4376C","classic_bike","2022-01-07 21:00:25","2022-01-07 21:27:50","11 Ave & W 27 St","6425.04","E 85 St & 3 Ave","7212.05",40.751396,-74.005226,40.77801203,-73.95407149,"member"
"7F4BFEA021DA3B30","classic_bike","2022-01-28 06:31:41","2022-01-28 06:39:25","Cadman Plaza E & Tillary St","4677.01","Centre St & Worth St","5279.03",40.69597683,-73.99014892,40.71494807,-74.00234482,"member"
"A96E78C51879DB88","classic_bike","2022-01-12 18:21:15","2022-01-12 18:29:27","2 Ave & E 72 St","6925.09","E 85 St & 3 Ave","7212.05",40.7687620293096,-73.9584079384804,40.77801203,-73.95407149,"member"
"3B36CEB093DC2BEA","classic_bike","2022-01-04 09:38:28","2022-01-04 09:44:40","2 Ave & E 72 St","6925.09","E 85 St & 3 Ave","7212.05",40.7687620293096,-73.9584079384804,40.77801203,-73.95407149,"member"
"30F7C4B34944ED09","classic_bike","2022-01-13 23:04:31","2022-01-13 23:37:27","E 84 St & 1 Ave","7180.02","Crescent St & 35 Ave","6688.01",40.77565541,-73.95068615,40.7596276,-73.9321455,"member"
"1DCE5EFC1C4F4B9B","classic_bike","2022-01-20 23:08:37","2022-01-20 23:41:12","E 84 St & 1 Ave","7180.02","Crescent St & 35 Ave","6688.01",40.77565541,-73.95068615,40.7596276,-73.9321455,"member"
"E8D54A78CE7E8046","classic_bike","2022-01-19 23:07:36","2022-01-19 23:39:46","E 84 St & 1 Ave","7180.02","Crescent St & 35 Ave","6688.01",40.77565541,-73.95068615,40.7596276,-73.9321455,"member"
"3E7F24EBFE35323A","classic_bike","2022-01-13 12:54:57","2022-01-13 13:14:10","Lenox Ave & W 111 St","7602.05","E 85 St & 3 Ave","7212.05",40.7987859,-73.9523,40.77801203,-73.95407149,"member"
"FBA6ABC72477E7AF","classic_bike","2022-01-20 08:02:58","2022-01-20 08:08:00","St James Pl & Pearl St","5167.06","Centre St & Worth St","5279.03",40.71117416,-74.00016545,40.71494807,-74.00234482,"member"
"9D1EFFA7B5F689A5","classic_bike","2022-01-28 16:19:57","2022-01-28 16:27:22","Central Park North & Adam Clayton Powell Blvd","7617.07","Park Ave & E 124 St","7682.01",40.799484,-73.955613,40.8045555,-73.9396861,"member"
"81792EEE5DE3B2F8","classic_bike","2022-01-02 15:47:30","2022-01-02 15:55:45","Henry St & Grand St","5294.04","Centre St & Worth St","5279.03",40.714211,-73.981095,40.71494807,-74.00234482,"member"
"EC5EC163DF667C02","classic_bike","2022-01-30 17:20:14","2022-01-30 18:11:09","E 12 St & Ave C","5616.08","Frederick Douglass Blvd & W 139 St","7876.07",40.727243,-73.976831,40.8190058180656,-73.9447689056396,"member"
"A0386FE79588B174","classic_bike","2022-01-17 14:25:23","2022-01-17 14:43:34","Cadman Plaza E & Tillary St","4677.01","Suydam St & Broadway","4689.03",40.69597683,-73.99014892,40.69544,-73.93223,"member"
"6A367B0A994A9AC0","classic_bike","2022-01-18 14:29:43","2022-01-18 14:33:23","31 St & Northern Blvd","6495.17","36 Ave & 31 St","6572.08",40.7518695142187,-73.933492898941,40.7565127298495,-73.9295748621225,"member"
"F0141B38A89AFB14","classic_bike","2022-01-25 15:56:14","2022-01-25 16:04:27","W 63 St & Broadway","7052.01","E 48 St & 5 Ave","6626.01",40.77163851,-73.98261428,40.7572456791173,-73.978059142828,"member"
"88AAAF832E2D295F","classic_bike","2022-01-10 10:09:19","2022-01-10 10:10:03","Park Ave & E 124 St","7682.01","Park Ave & E 124 St","7682.01",40.8045555,-73.9396861,40.8045555,-73.9396861,"member"
"2106EA5A4ED07F91","classic_bike","2022-01-31 17:11:16","2022-01-31 17:15:41","E 85 St & York Ave","7146.04","E 85 St & 3 Ave","7212.05",40.77536905,-73.94803392,40.77801203,-73.95407149,"member"
"3170BADDD87DEE04","classic_bike","2022-01-02 18:37:39","2022-01-02 18:41:10","E 85 St & York Ave","7146.04","E 85 St & 3 Ave","7212.05",40.77536905,-73.94803392,40.77801203,-73.95407149,"member"
"993EDFC7FA8AB320","classic_bike","2022-01-26 07:54:59","2022-01-26 07:57:56","E 85 St & York Ave","7146.04","E 85 St & 3 Ave","7212.05",40.77536905,-73.94803392,40.77801203,-73.95407149,"member"
"CB0CCDBD8014AC1E","classic_bike","2022-01-27 07:26:28","2022-01-27 07:29:37","E 85 St & York Ave","7146.04","E 85 St & 3 Ave","7212.05",40.77536905,-73.94803392,40.77801203,-73.95407149,"member"
"B557F313F335A1C8","classic_bike","2022-01-25 16:22:29","2022-01-25 16:26:57","3 Ave & E 72 St","7028.04","E 85 St & 3 Ave","7212.05",40.7699426,-73.96060712,40.77801203,-73.95407149,"member"
"A90569B9DB0BD084","classic_bike","2022-01-26 07:33:23","2022-01-26 07:42:01","E 97 St & 3 Ave","7365.08","Park Ave & E 124 St","7682.01",40.7859201,-73.94860294,40.8045555,-73.9396861,"member"
"F8352390F26DE683","docked_bike","2022-01-18 14:33:17","2022-01-18 14:48:15","Cadman Plaza E & Tillary St","4677.01","Centre St & Worth St","5279.03",40.695977,-73.990149,40.714948,-74.002345,"casual"
"09FEEC43E1469D99","classic_bike","2022-01-16 15:20:27","2022-01-16 15:29:03","Clinton St & Tillary St","4748.07","Centre St & Worth St","5279.03",40.6962329712932,-73.9914205670357,40.71494807,-74.00234482,"member"
"2ACBEB024CFE2CFE","classic_bike","2022-01-21 16:11:05","2022-01-21 16:30:01","E 106 St & Lexington Ave","7504.18","Frederick Douglass Blvd & W 139 St","7876.07",40.791976,-73.945993,40.8190058180656,-73.9447689056396,"member"
"E0ED249A3C6856C4","classic_bike","2022-01-19 07:19:45","2022-01-19 07:45:07","1 Ave & E 78 St","7020.09","36 Ave & 31 St","6572.08",40.77140426,-73.9535166,40.7565127298495,-73.9295748621225,"member"
"7A454439B32A5EB2","classic_bike","2022-01-07 11:22:55","2022-01-07 11:33:51","1 Ave & E 68 St","6822.09","E 85 St & 3 Ave","7212.05",40.76500525,-73.95818491,40.77801203,-73.95407149,"member"
"730BFBAE3B8DD53D","classic_bike","2022-01-17 11:03:19","2022-01-17 11:12:27","47 Ave & 31 St","6151.03","Crescent St & 35 Ave","6688.01",40.743,-73.93561,40.7596276,-73.9321455,"casual"
